target,opinion,sentiment,reviewID,item
bunny,hit,POS,2620,Tractor
carrots,hit,NEU,2620,Tractor
leggos,hit,POS,2703,Stunt Plane
dragon,hit,NEG,3294,Medieval Castle
batwing s weight,hold,NEU,506,1989 Batwing
button on the remote,hold down,NEU,1669,Passenger Train
elements,hold up pretty well,POS,4084,Assembly Square
floor,hole,NEG,5046,Police Station
baseplate,holes,NEG,1708,Cargo Train
wall,holes,NEG,4934,Police Station
bases,homemade,NEU,3171,Gray Baseplate
lego table,homemade,NEU,3171,Gray Baseplate
lego lunar research base,honest,NEU,1746,Lunar Research Base
review,honest,POS,1746,Lunar Research Base
lego city adventures pelica patrol boat,honest,NEU,2101,Police Patrol Boat
review,honest,POS,2101,Police Patrol Boat
review,honest,POS,3703,Fantasy Forest Creatures
review,honest,POS,3798,Dolphin and Turtle
lego sets,hooked,NEU,4574,Ghostbusters™ ECTO-1
theme,hooked,POS,5116,Bookshop
look,hopefully,POS,531,1989 Batwing
build,horrible,NEG,75,Statue of Liberty
detail,horrible,NEG,550,1989 Batwing
stand,horrible,NEG,550,1989 Batwing
presentation,horrible,NEG,550,1989 Batwing
square panel,horrible,NEG,974,1989 Batmobile™
christmas gift,horrible,NEG,1224,BOOST Creative Toolbox
price to piece ratio,horrible,NEG,1882,Wildlife Rescue Operation
weather,horrible,NEG,2019,Stunt Show Truck
looks,horrible,NEG,2383,Fire Ladder Truck
minifigures,horrible,NEG,2460,Stunt Competition
stunt features,horrible,NEG,2460,Stunt Competition
bag,horrible,NEG,3371,Pirate Ship
rust stickers,horrible,NEG,4610,Ghostbusters™ ECTO-1
build,horrible,NEG,4646,Ghostbusters™ ECTO-1
stickers,horrible,NEG,4655,Ghostbusters™ ECTO-1
stickers,horrible,NEG,4795,NASA Space Shuttle Discovery
instructions,horrible,NEG,4988,Police Station
staircase,horrible,NEG,5030,Police Station
roof line,horrible constructed,NEG,4387,Haunted House
lego store,hours away,NEG,4071,Assembly Square
lego,household,POS,1942,Fire Station
silver,hubble,NEG,4750,NASA Space Shuttle Discovery
bricks,huddled,NEG,69,Statue of Liberty
set,huge,POS,7,Statue of Liberty
build,huge,POS,7,Statue of Liberty
lego fan,huge,POS,181,New York City
burj,huge,POS,447,Dubai
batman fan,huge,POS,583,1989 Batwing
set,huge,POS,584,1989 Batwing
batman fan,huge,POS,708,Classic TV Series Batman™ Cowl
tank,huge,NEU,808,Batmobile™: The Penguin™ Chase
batman fan,huge,POS,812,Batmobile™: The Penguin™ Chase
build,huge,POS,907,1989 Batmobile™
set,huge,POS,978,1989 Batmobile™
batman fan,huge,POS,1098,1989 Batmobile™
excitement,huge,POS,1181,BOOST Creative Toolbox
fan,huge,POS,1187,BOOST Creative Toolbox
sets,huge,POS,1195,BOOST Creative Toolbox
spice girls fan,huge,POS,1247,Spice Girls Tribute
fan,huge,POS,1272,"Scrooge McDuck, Huey, Dewey & Louie"
hoop,huge,POS,1272,"Scrooge McDuck, Huey, Dewey & Louie"
relief,huge,POS,1349,Shorthair Cats
pieces,huge,POS,1461,The Mandalorian™ & the Child
miles morales fan,huge,POS,1629,Miles Morales
disney fan,huge,POS,1630,Minnie Mouse
build,huge,POS,1782,Stunt Show Arena
kit,huge,POS,1797,Stunt Show Arena
lego kit,huge,POS,1799,Stunt Show Arena
set,huge,POS,1804,Stunt Show Arena
fan,huge,POS,1844,Wildlife Rescue Camp
box,huge,POS,1844,Wildlife Rescue Camp
play potential,huge,POS,1932,Ocean Exploration Base
city,huge,POS,1942,Fire Station
pieces,huge,NEU,2094,Police Patrol Boat
lego fan,huge,POS,2226,Fire Rescue Helicopter
smile,huge,POS,2365,Fire Ladder Truck
lego fan,huge,POS,2449,Stunt Competition
disclaimer,huge,POS,2613,Tracks
legos,huge,POS,2632,Tractor
lego fan,huge,POS,2809,Skate Park
baseplate,huge,POS,3170,Gray Baseplate
lego jurassic world,huge,POS,3182,Gray Baseplate
lego jurassic world fan,huge,POS,3182,Gray Baseplate
set,huge,POS,3483,Majestic Tiger
lego fan,huge,POS,3636,Superbike
lego enthusiats,huge,POS,3819,Super Robot
build,huge,POS,3839,Colosseum
lego piece,huge,POS,3847,Colosseum
set,huge,POS,3891,Colosseum
piece count,huge,POS,3891,Colosseum
size,huge,POS,3891,Colosseum
soccer fan,huge,POS,4002,Camp Nou – FC Barcelona
set,huge,POS,4005,Camp Nou – FC Barcelona
set,huge,POS,4192,Assembly Square
set,huge,POS,4249,Assembly Square
set,huge,POS,4255,Assembly Square
lego,huge,NEU,4333,Haunted House
detail,huge,POS,4353,Haunted House
piece count,huge,POS,4358,Haunted House
roof,huge,POS,4358,Haunted House
set,huge,NEU,4384,Haunted House
detail,huge,POS,4453,Haunted House
gb fan,huge,POS,4614,Ghostbusters™ ECTO-1
ghostbusters fan,huge,NEU,4637,Ghostbusters™ ECTO-1
ghostbusters fan,huge,POS,4659,Ghostbusters™ ECTO-1
ghostbusters fan,huge,POS,4679,Ghostbusters™ ECTO-1
space buff,huge,POS,4758,NASA Space Shuttle Discovery
cargo bay,huge,POS,4820,NASA Space Shuttle Discovery
space fan,huge,POS,4884,NASA Space Shuttle Discovery
hospital,huge,POS,4994,Police Station
sand green,huge bonus,NEU,3,Statue of Liberty
garbage truck,huge cool,NEG,1958,Police Station
collector,huge downgrade,NEG,253,Singapore
set,huge factor,NEU,1828,Town Center
baby,huge factor,POS,1828,Town Center
architecture line,huge fan,POS,156,The White House
hoop,huge fan,POS,1272,"Scrooge McDuck, Huey, Dewey & Louie"
ghost busters,huge fan,NEU,4667,Ghostbusters™ ECTO-1
roof aspects,huge gap,NEG,4389,Haunted House
wall structures,huge gap,NEU,4389,Haunted House
lego fire station,huge hit,NEU,1947,Fire Station
lego fire command unit,huge hit,POS,2071,Fire Command Unit
box art,huge issue,NEG,5004,Police Station
design,huge plus,POS,482,LEGO® DC Batman™ Batmobile™ Tumbler
plastic container,huge plus,POS,2894,LEGO® Medium Creative Brick Box
storage,huge plus,POS,2894,LEGO® Medium Creative Brick Box
instructions,huge win,NEU,2097,Police Patrol Boat
set,huge win,POS,3887,Colosseum
build,hugely satisfying,POS,3388,Pirate Ship
instructions,humorous,NEG,4411,Haunted House
lavendar bricks,humorous,NEU,4986,Police Station
app,hung up,NEG,1158,BOOST Creative Toolbox
carriage,hung up,NEG,4445,Haunted House
batteries,hungry,NEU,1653,Passenger Train
battery management,hungry,NEG,1717,Cargo Train
donuts,hungry,NEU,4971,Police Station
pieces,hurried,NEG,4124,Assembly Square
deadline,hurried,NEG,4124,Assembly Square
finger tips,hurt,NEG,2991,Brick Separator
fingertips,hurt,NEG,3899,Colosseum
green,hurt,NEG,5147,Bookshop
bookshop,hurt,NEG,5147,Bookshop
x2 round plates,hurts,NEU,415,Trafalgar Square
elbow,hurts,NEG,530,1989 Batwing
build,hyped,NEG,530,1989 Batwing
batman movie,hyped,NEU,673,Batcave™: The Riddler™ Face-off
modular buildings,hyped,NEU,2555,Road Plates
scale,iconic,POS,53,Statue of Liberty
statue,iconic,POS,79,Statue of Liberty
landscape,iconic,POS,195,New York City
wtc,iconic,POS,224,New York City
buildings,iconic,POS,273,Singapore
landmarks,iconic,POS,337,Paris
batmobile tumbler,iconic,POS,457,LEGO® DC Batman™ Batmobile™ Tumbler
shape,iconic,POS,569,1989 Batwing
curves,iconic,POS,1082,1989 Batmobile™
batmobile,iconic,POS,1114,1989 Batmobile™
design,iconic,POS,1130,1989 Batmobile™
looks,iconic,POS,1240,Spice Girls Tribute
outfits,iconic,POS,1249,Spice Girls Tribute
figure,iconic,POS,1592,Lucky Cat
set,iconic,NEG,4004,Camp Nou – FC Barcelona
deep space missions,iconic,POS,4839,NASA Space Shuttle Discovery
batman fan,id recommend,POS,1100,1989 Batmobile™
lego build,ideal,POS,81,Statue of Liberty
parking bays,ideal,POS,2546,Road Plates
base,ideal,POS,2546,Road Plates
transport distribution depot,ideal,POS,2546,Road Plates
age range,ideal,POS,2724,Demolition Stunt Bike
ferris wheels,ideal,NEU,3419,Ferris Wheel
toy,ideal,POS,3513,Majestic Tiger
build,ideal,POS,4017,Old Trafford - Manchester United
extension boxes,ideally,POS,1152,BOOST Creative Toolbox
windows,identical,POS,4124,Assembly Square
barista s torso,identical,NEU,4139,Assembly Square
sand blue legs,identical,NEU,4139,Assembly Square
printed brown apron hem,identical,POS,4139,Assembly Square
x2 curve tile,identical,NEG,4721,NASA Space Shuttle Discovery
scratch,identical,NEG,4754,NASA Space Shuttle Discovery
reviews,ignore,NEG,1005,1989 Batmobile™
internal spaces,ignored,NEU,3964,Colosseum
instructions,ill fit,NEG,1136,1989 Batmobile™
play,imaginary,NEG,804,Batmobile™: The Penguin™ Chase
play,imaginary,NEG,1893,Wildlife Rescue Operation
play,imaginary,NEG,3543,Space Shuttle Adventure
airport setting,imaginative,NEU,1763,Passenger Airplane
play,imaginative,POS,1763,Passenger Airplane
play,imaginative,POS,1791,Stunt Show Arena
play,imaginative,POS,1868,Wildlife Rescue Operation
set,imaginative,NEU,1870,Wildlife Rescue Operation
play,imaginative,POS,1870,Wildlife Rescue Operation
play,imaginative,NEU,1874,Wildlife Rescue Operation
play,imaginative,POS,1916,Lunar Space Station
play,imaginative,POS,2006,Stunt Show Truck
play,imaginative,POS,2062,Family House
play,imaginative,POS,2089,Police Patrol Boat
play,imaginative,POS,2108,Police Patrol Boat
roleplay,imaginative,POS,2150,Wildlife Rescue Off-Roader
play,imaginative,POS,2152,Wildlife Rescue Off-Roader
set,imaginative,POS,2152,Wildlife Rescue Off-Roader
play,imaginative,NEG,2167,Wildlife Rescue Off-Roader
play,imaginative,POS,2246,Lunar Roving Vehicle
play,imaginative,POS,2248,Lunar Roving Vehicle
stimulation,imaginative,POS,2300,Stunt Park
play,imaginative,NEG,2428,Rescue Helicopter Transport
play,imaginative,POS,2446,Stunt Competition
play,imaginative,POS,2458,Stunt Competition
play,imaginative,POS,2529,Picnic in the park
play,imaginative,POS,2801,Skate Park
play,imaginative,POS,2869,Around the World
directions,imaginative,POS,2930,Creative Ocean Fun
play,imaginative,POS,2930,Creative Ocean Fun
play aspect,imaginative,POS,3292,Medieval Castle
games,imaginative,POS,3322,Medieval Castle
play,imaginative,POS,3342,Medieval Castle
play,imaginative,POS,3407,Ferris Wheel
play,imaginative,POS,3466,Caravan Family Holiday
play,imaginative,POS,3759,Mighty Dinosaurs
work,imaginative,POS,3810,Sports Car
stunt plane set,imaginative fun,NEU,2699,Stunt Plane
bonus road plates,imaginatively expressive,NEG,2802,Skate Park
articulate building,immaculate,POS,5017,Police Station
set,immaculate,POS,5118,Bookshop
nostalgia,immeasurable,NEG,3271,Medieval Castle
detail,immense,POS,74,Statue of Liberty
size,immense,POS,985,1989 Batmobile™
size colors,immense,POS,4100,Assembly Square
assembly square,immense fun,POS,4069,Assembly Square
build,immense fun,POS,4069,Assembly Square
set,impatient,NEG,2217,Fire Rescue Helicopter
stock,impatient,NEG,3579,Fish Tank
look,imperfect,NEG,3964,Colosseum
shape,impinge,NEG,4529,Boutique Hotel
features,important,POS,143,The White House
piece,important,POS,740,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
lego technic,important,NEU,1129,1989 Batmobile™
structure,important,POS,1129,1989 Batmobile™
coding,important,POS,1142,BOOST Creative Toolbox
building,important,POS,2857,LEGO® Large Creative Brick Box
design principals,important,NEU,2857,LEGO® Large Creative Brick Box
set,important,POS,3069,Brick Separator
brick separator,important,POS,3082,Brick Separator
bricks,important,NEU,3109,Brick Separator
addressing,important,NEU,3223,Green Baseplate
lego city,important,NEU,4211,Assembly Square
elevator,important,NEG,4407,Haunted House
commemoration,important,POS,4870,NASA Space Shuttle Discovery
space flight,important,POS,4870,NASA Space Shuttle Discovery
lego city,important consideration,NEU,4211,Assembly Square
chairs,impossible,NEU,4139,Assembly Square
foil stickers,impossible,NEU,4769,NASA Space Shuttle Discovery
details,impossible,NEG,4928,NASA Space Shuttle Discovery
instructions,impossible to read,NEG,4989,Police Station
functional elevator ride,impossible to work,NEG,4343,Haunted House
lego s design work,impressed,POS,14,Statue of Liberty
height,impressed,POS,20,Statue of Liberty
size,impressed,POS,20,Statue of Liberty
base,impressed,POS,28,Statue of Liberty
final size,impressed,POS,38,Statue of Liberty
size,impressed,POS,38,Statue of Liberty
appearance,impressed,POS,38,Statue of Liberty
techniques,impressed,POS,54,Statue of Liberty
base,impressed,POS,86,Statue of Liberty
quality,impressed,POS,146,The White House
pieces,impressed,POS,146,The White House
instructions,impressed,POS,146,The White House
set,impressed,POS,197,New York City
size,impressed,POS,197,New York City
scale,impressed,POS,197,New York City
color palate,impressed,POS,197,New York City
quality,impressed,POS,303,Tokyo
size,impressed,POS,303,Tokyo
building techniques,impressed,POS,425,Trafalgar Square
stairs,impressed,POS,425,Trafalgar Square
build,impressed,POS,524,1989 Batwing
set,impressed,POS,597,Jim Lee Batman™ Collection
build,impressed,POS,622,THE BATMAN - BATMOBILE™
set,impressed,POS,805,Batmobile™: The Penguin™ Chase
build,impressed,POS,952,1989 Batmobile™
star wars ucs sets,impressed,POS,956,1989 Batmobile™
batman sets,impressed,POS,1016,1989 Batmobile™
set,impressed,POS,1016,1989 Batmobile™
inner workings,impressed,POS,1118,1989 Batmobile™
lego boost,impressed,POS,1138,BOOST Creative Toolbox
lego boost set,impressed,POS,1138,BOOST Creative Toolbox
capabilities,impressed,POS,1156,BOOST Creative Toolbox
optical sensor,impressed,POS,1156,BOOST Creative Toolbox
app,impressed,POS,1157,BOOST Creative Toolbox
multiple configurations,impressed,POS,1157,BOOST Creative Toolbox
lego system platform,impressed,POS,1157,BOOST Creative Toolbox
lego,impressed,POS,1159,BOOST Creative Toolbox
mel b s hair,impressed,POS,1249,Spice Girls Tribute
quality,impressed,POS,1868,Wildlife Rescue Operation
detail,impressed,POS,1868,Wildlife Rescue Operation
quality,impressed,POS,1879,Wildlife Rescue Operation
playset,impressed,POS,2006,Stunt Show Truck
tires,impressed,POS,2079,Fire Command Unit
manual,impressed,POS,2087,Police Patrol Boat
build instructions,impressed,POS,2093,Police Patrol Boat
patrol boat,impressed,POS,2099,Police Patrol Boat
sets,impressed,POS,2103,Police Patrol Boat
legos,impressed,POS,2139,Wildlife Rescue Off-Roader
quality,impressed,POS,2147,Wildlife Rescue Off-Roader
quality,impressed,POS,2230,Fire Rescue Helicopter
set,impressed,POS,2240,Lunar Roving Vehicle
feature,impressed,POS,2285,Mobile Crane
sliding window,impressed,POS,2519,Ice-Cream Truck
versatility,impressed,POS,2612,Tracks
tracks,impressed,POS,2612,Tracks
lego medieval castle,impressed,POS,3276,Medieval Castle
details,impressed,POS,3276,Medieval Castle
creativity,impressed,POS,3276,Medieval Castle
medieval castle,impressed,POS,3276,Medieval Castle
features,impressed,POS,3317,Medieval Castle
features,impressed,POS,3336,Medieval Castle
mechanisms,impressed,POS,3336,Medieval Castle
scale,impressed,POS,3366,Pirate Ship
decorative pieces,impressed,POS,3379,Pirate Ship
build,impressed,POS,3387,Pirate Ship
ferris wheel,impressed,POS,3438,Ferris Wheel
lego tiger,impressed,POS,3495,Majestic Tiger
set up,impressed,POS,3581,Fish Tank
set,impressed,POS,3632,Superbike
kit,impressed,POS,3858,Colosseum
lego,impressed,POS,3862,Colosseum
internal spaces,impressed,POS,3964,Colosseum
detail,impressed,POS,4008,Old Trafford - Manchester United
detail,impressed,POS,4035,Old Trafford - Manchester United
roof support beams,impressed,POS,4035,Old Trafford - Manchester United
exterior concourse,impressed,POS,4035,Old Trafford - Manchester United
piece,impressed,POS,4115,Assembly Square
creator building,impressed,POS,4143,Assembly Square
square,impressed,POS,4143,Assembly Square
modular building,impressed,POS,4161,Assembly Square
cinema set,impressed,POS,4193,Assembly Square
uses,impressed,POS,4244,Assembly Square
ramp,impressed,POS,4378,Haunted House
house,impressed,POS,4463,Haunted House
angle build,impressed,POS,4471,Boutique Hotel
hotel,impressed,POS,4501,Boutique Hotel
detail,impressed,POS,4527,Boutique Hotel
set,impressed,POS,4527,Boutique Hotel
uniqueness,impressed,POS,4543,Boutique Hotel
build,impressed,POS,4543,Boutique Hotel
brick,impressed,POS,4569,Ghostbusters™ ECTO-1
lego community,impressed,POS,4596,Ghostbusters™ ECTO-1
structure,impressed,POS,4611,Ghostbusters™ ECTO-1
hood v front front end,impressed,POS,4650,Ghostbusters™ ECTO-1
cadillac taillight details,impressed,POS,4650,Ghostbusters™ ECTO-1
two tone color selection,impressed,POS,4650,Ghostbusters™ ECTO-1
geometry,impressed,POS,4786,NASA Space Shuttle Discovery
construction,impressed,POS,4788,NASA Space Shuttle Discovery
size,impressed,POS,4941,Police Station
modular,impressed,POS,4947,Police Station
interior layout,impressed,POS,4961,Police Station
build,impressed,POS,5013,Police Station
techniques,impressed,POS,5013,Police Station
exterior,impressed,POS,5031,Police Station
milage,impressed,POS,5070,Bookshop
detail,impressed,POS,5175,Bookshop
design,impressed,POS,5175,Bookshop
techniques,impressive,POS,3,Statue of Liberty
repitition building,impressive,POS,3,Statue of Liberty
detailing,impressive,POS,14,Statue of Liberty
model,impressive,POS,15,Statue of Liberty
scale size,impressive,POS,16,Statue of Liberty
height,impressive,POS,18,Statue of Liberty
symbol,impressive,POS,43,Statue of Liberty
display,impressive,POS,53,Statue of Liberty
statement piece,impressive,POS,64,Statue of Liberty
size,impressive,POS,65,Statue of Liberty
base,impressive,POS,86,Statue of Liberty
size,impressive,POS,93,Statue of Liberty
snot techniques,impressive,POS,197,New York City
x3 base,impressive,POS,197,New York City
built,impressive,POS,313,Tokyo
detail,impressive,POS,350,London
detail,impressive,POS,445,Dubai
piece,impressive,POS,520,1989 Batwing
tail,impressive,POS,569,1989 Batwing
detail,impressive,POS,921,1989 Batmobile™
display perspective,impressive,POS,1016,1989 Batmobile™
set,impressive,POS,1076,1989 Batmobile™
box,impressive,POS,1099,1989 Batmobile™
build,impressive,POS,1132,1989 Batmobile™
size,impressive,POS,1132,1989 Batmobile™
display,impressive,POS,1132,1989 Batmobile™
batmobile,impressive,POS,1135,1989 Batmobile™
quality,impressive,POS,1738,Hospital
features,impressive,POS,1738,Hospital
rooms,impressive,POS,1738,Hospital
props,impressive,POS,1791,Stunt Show Arena
monster trucks,impressive,POS,1798,Stunt Show Arena
helicopter,impressive,POS,1869,Wildlife Rescue Operation
details,impressive,POS,1894,Wildlife Rescue Operation
accessories,impressive,POS,1894,Wildlife Rescue Operation
detail,impressive,POS,2491,Holiday Camper Van
road plates,impressive,POS,2587,Road Plates
sets,impressive,POS,2587,Road Plates
designing,impressive,POS,3377,Pirate Ship
stripes,impressive,POS,3496,Majestic Tiger
creator house sets,impressive,POS,3525,Surfer Beach House
shark,impressive,POS,3674,Deep Sea Creatures
movement,impressive,POS,3674,Deep Sea Creatures
complexity,impressive,POS,3674,Deep Sea Creatures
display,impressive,POS,3785,Wild Lion
size,impressive,POS,3843,Colosseum
end result,impressive,POS,3848,Colosseum
error rate,impressive,POS,3921,Colosseum
detail,impressive,POS,3965,Colosseum
wow factor,impressive,POS,4078,Assembly Square
modulars,impressive,POS,4232,Assembly Square
size,impressive,POS,4239,Assembly Square
set,impressive,POS,4239,Assembly Square
construction process,impressive,POS,4307,Assembly Square
techniques,impressive,POS,4307,Assembly Square
lego build,impressive,POS,4462,Haunted House
build,impressive,POS,4462,Haunted House
builds,impressive,POS,4499,Boutique Hotel
modular building set,impressive,POS,4522,Boutique Hotel
ecto,impressive,POS,4624,Ghostbusters™ ECTO-1
details,impressive,POS,4645,Ghostbusters™ ECTO-1
build,impressive,POS,4668,Ghostbusters™ ECTO-1
model,impressive,POS,4682,Ghostbusters™ ECTO-1
detail,impressive,POS,4742,NASA Space Shuttle Discovery
design,impressive,POS,4925,NASA Space Shuttle Discovery
building,impressive,POS,4932,Police Station
set,impressive,POS,4935,Police Station
detailing,impressive,POS,4935,Police Station
height,impressive,POS,4957,Police Station
cost,impressive,POS,5017,Police Station
price,impressive,POS,5017,Police Station
exterior details,impressive,POS,5179,Bookshop
play,impromptu,NEG,2893,LEGO® Medium Creative Brick Box
set,improve,NEU,48,Statue of Liberty
lego s software qa,improve,NEU,1153,BOOST Creative Toolbox
base set,improve,NEU,1694,Passenger Train
switch tracks,improve,NEU,1694,Passenger Train
motor skills,improve,NEU,2458,Stunt Competition
base plates,improve,POS,3215,Green Baseplate
set,improve,NEU,3288,Medieval Castle
king queen,improve,NEU,3288,Medieval Castle
design,improve,NEU,4389,Haunted House
motor skills,improve fine,NEU,2458,Stunt Competition
details,improved,POS,506,1989 Batwing
appearance,improved,POS,700,Batman™ Cowl
bat batwing,improved,NEU,764,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
bat pod,improved,NEU,764,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
tumbler,improved,NEU,764,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
set,improved,POS,1694,Passenger Train
stickers,improved,NEU,2086,Police Patrol Boat
stickers,improved,NEU,2086,Police Patrol Boat
front of the transporter,improved,NEU,2355,Car Transporter
road plate set,improved,NEU,2590,Road Plates
x4 connecting tiles,improved,NEU,2590,Road Plates
kit,improved,NEU,3287,Medieval Castle
building experience,improved,NEU,4160,Assembly Square
bags,improved,NEU,4160,Assembly Square
flower shop,improved,NEU,4237,Assembly Square
bakery,improved,NEU,4237,Assembly Square
chain,improved,NEU,4376,Haunted House
appearance,improved,POS,4896,NASA Space Shuttle Discovery
bookshop,improved,NEU,5081,Bookshop
tumbler,improvement,NEU,465,LEGO® DC Batman™ Batmobile™ Tumbler
interior,improvement,NEU,4115,Assembly Square
modulars,improvement,NEU,4981,Police Station
look,improvements,NEU,801,Batmobile™: The Penguin™ Chase
last program memory,improvements,NEU,1227,BOOST Creative Toolbox
program,improvements,NEU,1227,BOOST Creative Toolbox
program memory,improvements,NEU,1227,BOOST Creative Toolbox
mini figure faces,improvements,NEU,4120,Assembly Square
modular,improvements,NEU,4947,Police Station
bookshop,improvements,NEU,5178,Bookshop
perspective views,improving,NEU,252,Singapore
ict skills,improving,NEU,1138,BOOST Creative Toolbox
creativity,improving,POS,2899,LEGO® Medium Creative Brick Box
imagination,improving,POS,2899,LEGO® Medium Creative Brick Box
set,in,POS,3459,Caravan Family Holiday
shelf,in order,POS,920,1989 Batmobile™
wall spot,in order,POS,920,1989 Batmobile™
bags,in order,POS,1156,BOOST Creative Toolbox
software,inaccessible,NEG,1188,BOOST Creative Toolbox
color,inaccurate,NEG,3247,Green Baseplate
builders,inattentive,NEG,5123,Bookshop
tool,included,NEU,111,Taj Mahal
elements,included,NEU,273,Singapore
tool,included,NEG,597,Jim Lee Batman™ Collection
robin,included,NEG,867,Batman™ Classic TV Series Batmobile™
parts,included,NEU,923,1989 Batmobile™
travel,included,NEU,1847,Wildlife Rescue Camp
land air,included,POS,1847,Wildlife Rescue Camp
propane tank,included,POS,2491,Holiday Camper Van
instructions,included,NEU,2886,Bricks and Wheels
batman set,included,NEU,3077,Brick Separator
instruction booklets,included,NEU,3360,Pirate Ship
pieces,included,NEU,4124,Assembly Square
canada logo,included,NEU,4756,NASA Space Shuttle Discovery
hubble,included,NEG,4779,NASA Space Shuttle Discovery
srbs,included,NEU,4810,NASA Space Shuttle Discovery
left over,including,NEU,4938,Police Station
wheelchair,inclusive,NEU,4318,Haunted House
minifigures,inclusive,NEU,4318,Haunted House
rider,inclusivity,NEG,2827,Skate Park
build,incomparably,NEG,3492,Majestic Tiger
build,incomparably incredible,NEG,3492,Majestic Tiger
app,incompatibility,NEG,1668,Passenger Train
concept,incomplete,NEG,696,Batman™ Cowl
set,incomplete,NEG,877,Batman™ Classic TV Series Batmobile™
set,incomplete,NEG,3372,Pirate Ship
outside kitchen,incomplete not finished,NEG,4187,Assembly Square
building,inconsistent,NEG,410,Trafalgar Square
build,inconsistent,NEG,1221,BOOST Creative Toolbox
functionality,inconsistent,NEG,4332,Haunted House
chain,inconsistent,NEG,4399,Haunted House
sets,incorporated,NEU,3714,Fantasy Forest Creatures
stand,incorrect,NEG,481,LEGO® DC Batman™ Batmobile™ Tumbler
piece,incorrect,NEG,1029,1989 Batmobile™
body work,incorrect,NEG,1029,1989 Batmobile™
online instruction manual,incorrect,NEG,3880,Colosseum
bag,incorrect,NEG,3880,Colosseum
scale,incorrect,NEG,4760,NASA Space Shuttle Discovery
pieces,incorrect,NEG,4934,Police Station
parts,incorrect,NEG,4934,Police Station
pieces,incorrect,NEG,4934,Police Station
pieces,incorrect,NEG,5019,Police Station
plates,incorrectly,NEG,3196,Green Baseplate
elevator,incorrectly,NEG,4351,Haunted House
record player needle,incorrectly,NEG,4971,Police Station
price,increase,NEG,3197,Green Baseplate
price,increase,POS,3240,Green Baseplate
prices,increase,NEU,4135,Assembly Square
prices up,increase,NEU,4135,Assembly Square
price,increase,NEG,4140,Assembly Square
baseboard,increase,NEU,5084,Bookshop
size,increase,NEU,5084,Bookshop
play,increase imaginative,POS,2428,Rescue Helicopter Transport
set,increased,POS,2898,LEGO® Medium Creative Brick Box
price,increased,NEG,4529,Boutique Hotel
lego,increased,NEU,5176,Bookshop
page count,increasing,POS,1019,1989 Batmobile™
price,increasing,POS,3198,Green Baseplate
top floor,increasing,NEU,4501,Boutique Hotel
brick height,increasing,NEU,4501,Boutique Hotel
details,incredible,POS,3,Statue of Liberty
set,incredible,POS,3,Statue of Liberty
archiceture line,incredible,POS,17,Statue of Liberty
detail,incredible,POS,39,Statue of Liberty
detail,incredible,POS,89,Statue of Liberty
building experience,incredible,POS,104,Taj Mahal
details,incredible,POS,116,Taj Mahal
look,incredible,POS,213,New York City
detail,incredible,POS,238,New York City
end results,incredible,POS,466,LEGO® DC Batman™ Batmobile™ Tumbler
stand,incredible,POS,466,LEGO® DC Batman™ Batmobile™ Tumbler
set,incredible,POS,534,1989 Batwing
set,incredible,POS,588,1989 Batwing
set,incredible,POS,606,Jim Lee Batman™ Collection
build experience,incredible,POS,606,Jim Lee Batman™ Collection
batmobile set,incredible,POS,614,THE BATMAN - BATMOBILE™
set,incredible,POS,751,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
detail,incredible,POS,764,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
cesar romero minifigs,incredible,POS,891,Batman™ Classic TV Series Batmobile™
detail work,incredible,POS,912,1989 Batmobile™
detail,incredible,POS,912,1989 Batmobile™
set,incredible,POS,1024,1989 Batmobile™
detail,incredible,POS,1024,1989 Batmobile™
set,incredible,POS,1104,1989 Batmobile™
brick count,incredible,POS,1108,1989 Batmobile™
coding,incredible,POS,1209,BOOST Creative Toolbox
slopes,incredible,POS,1308,Budgie
design,incredible,POS,1320,Goldfish
set,incredible,POS,1325,Goldfish
size,incredible,POS,1765,Passenger Airplane
lego city set,incredible,POS,1833,Town Center
build,incredible,POS,1833,Town Center
warping,incredible,POS,2069,Fire Command Unit
reaction,incredible,POS,2105,Police Patrol Boat
details,incredible,POS,2428,Rescue Helicopter Transport
flywheels,incredible,POS,2443,Stunt Competition
size,incredible,POS,2443,Stunt Competition
design,incredible,POS,3318,Medieval Castle
detail,incredible,POS,3318,Medieval Castle
build,incredible,NEG,3492,Majestic Tiger
fish tank,incredible,POS,3589,Fish Tank
set,incredible,POS,3736,Mighty Dinosaurs
intrinsic detail,incredible,POS,3842,Colosseum
instructions,incredible,POS,3846,Colosseum
details,incredible,POS,3846,Colosseum
saturn v,incredible,POS,3874,Colosseum
detail,incredible,POS,3931,Colosseum
parts,incredible,POS,3931,Colosseum
set,incredible,POS,3931,Colosseum
football stadiums,incredible,POS,3984,Camp Nou – FC Barcelona
iconic stadiums,incredible,POS,3984,Camp Nou – FC Barcelona
set,incredible,POS,4033,Old Trafford - Manchester United
